Year,Site,Transect_ID,Treatment,Timepoint,Location_m,Litter_cm,Veg_Height_cm
2023,CF,CF_C_T2,Control,After,25,2.5,NA
2023,CF,CF_C_T2,Control,After,30,1.5,NA
2023,CF,CF_C_T2,Control,After,35,1.5,NA
2023,CF,CF_C_T2,Control,After,40,0.5,NA
2023,CF,CF_C_T2,Control,After,45,0.5,NA
2023,CF,CF_C_T2,Control,After,50,1.5,NA
2023,CF,CF_C_T3,Control,After,5,2,NA
2023,CF,CF_C_T3,Control,After,10,1,NA
2023,CF,CF_C_T3,Control,After,15,1.5,NA
2023,CF,CF_C_T3,Control,After,20,1,NA
2023,CF,CF_C_T3,Control,After,25,0.5,NA
2023,CF,CF_C_T3,Control,After,30,2,NA
2023,CF,CF_C_T3,Control,After,35,3,NA
2023,CF,CF_C_T3,Control,After,40,2.5,NA
2023,CF,CF_C_T3,Control,After,45,1,NA
2023,CF,CF_C_T3,Control,After,50,2.5,NA
2023,CF,CF_C_T4,Control,After,5,1.5,NA
2023,CF,CF_C_T4,Control,After,10,1.5,NA
2023,CF,CF_C_T4,Control,After,15,1,NA
2023,CF,CF_C_T4,Control,After,20,3.5,NA
2023,CF,CF_C_T4,Control,After,25,1.5,NA
2023,CF,CF_C_T4,Control,After,30,0.5,NA
2023,CF,CF_C_T4,Control,After,35,3,NA
2023,CF,CF_C_T4,Control,After,40,1.5,NA
2023,CF,CF_C_T4,Control,After,45,2,NA
2023,CF,CF_C_T4,Control,After,50,1.5,NA
2023,CF,CF_C_T5,Control,After,5,0.5,NA
2023,CF,CF_C_T5,Control,After,10,1.5,NA
2023,CF,CF_C_T5,Control,After,15,2,NA
2023,CF,CF_C_T5,Control,After,20,2,NA
2023,CF,CF_C_T5,Control,After,25,2.5,NA
2023,CF,CF_C_T5,Control,After,30,1,NA
2023,CF,CF_C_T5,Control,After,35,1,NA
2023,CF,CF_C_T5,Control,After,40,0.5,NA
2023,CF,CF_C_T5,Control,After,45,1,NA
2023,CF,CF_C_T5,Control,After,50,2.5,NA
2023,AM,AM_B_T1,Burn ,After,5,0.5,NA
2023,AM,AM_B_T1,Burn ,After,10,2,NA
2023,AM,AM_B_T1,Burn ,After,15,1,NA
2023,AM,AM_B_T1,Burn ,After,20,2,NA
2023,AM,AM_B_T1,Burn ,After,25,1,NA
2023,AM,AM_B_T1,Burn ,After,30,1,NA
2023,AM,AM_B_T1,Burn ,After,35,1.5,NA
2023,AM,AM_B_T1,Burn ,After,40,1,NA
2023,AM,AM_B_T1,Burn ,After,45,1,NA
2023,AM,AM_B_T1,Burn ,After,50,2,NA
2023,AM,AM_B_T2,Burn ,After,5,1,NA
2023,AM,AM_B_T2,Burn ,After,10,0.5,NA
2023,AM,AM_B_T2,Burn ,After,15,1.5,NA
2023,AM,AM_B_T2,Burn ,After,20,1,NA
2023,AM,AM_B_T2,Burn ,After,25,0,NA
2023,AM,AM_B_T2,Burn ,After,30,2,NA
2023,AM,AM_B_T2,Burn ,After,35,1,NA
2023,AM,AM_B_T2,Burn ,After,40,1,NA
2023,AM,AM_B_T2,Burn ,After,45,2,NA
2023,AM,AM_B_T2,Burn ,After,50,0,NA
2023,AM,AM_B_T3,Burn ,After,5,0.5,NA
2023,AM,AM_B_T3,Burn ,After,10,0.5,NA
2023,AM,AM_B_T3,Burn ,After,15,0.5,NA
2023,AM,AM_B_T3,Burn ,After,20,1,NA
2023,AM,AM_B_T3,Burn ,After,25,1,NA
2023,AM,AM_B_T3,Burn ,After,30,1,NA
2023,AM,AM_B_T3,Burn ,After,35,2,NA
2023,AM,AM_B_T3,Burn ,After,40,1,NA
2023,AM,AM_B_T3,Burn ,After,45,1,NA
2023,AM,AM_B_T3,Burn ,After,50,1.5,NA
2023,AM,AM_B_T4,Burn ,After,5,1,NA
2023,AM,AM_B_T4,Burn ,After,10,1.5,NA
2023,AM,AM_B_T4,Burn ,After,15,0.5,NA
2023,AM,AM_B_T4,Burn ,After,20,1.5,NA
2023,AM,AM_B_T4,Burn ,After,25,0,NA
2023,AM,AM_B_T4,Burn ,After,30,1,NA
2023,AM,AM_B_T4,Burn ,After,35,1,NA
2023,AM,AM_B_T4,Burn ,After,40,1,NA
2023,AM,AM_B_T4,Burn ,After,45,1,NA
2023,AM,AM_B_T4,Burn ,After,50,1.5,NA
2023,AM,AM_B_T5,Burn ,After,5,1.5,NA
2023,AM,AM_B_T5,Burn ,After,10,0.5,NA
2023,AM,AM_B_T5,Burn ,After,15,0.5,NA
2023,AM,AM_B_T5,Burn ,After,20,1,NA
2023,AM,AM_B_T5,Burn ,After,25,1,NA
2023,AM,AM_B_T5,Burn ,After,30,1.5,NA
2023,AM,AM_B_T5,Burn ,After,35,1,NA
2023,AM,AM_B_T5,Burn ,After,40,1,NA
2023,AM,AM_B_T5,Burn ,After,45,0.5,NA
2023,AM,AM_B_T5,Burn ,After,50,0.5,NA
2023,AM,AM_C_T1,Control,After,5,2.5,NA
2023,AM,AM_C_T1,Control,After,10,4.5,NA
2023,AM,AM_C_T1,Control,After,15,2,NA
2023,AM,AM_C_T1,Control,After,20,3,NA
2023,AM,AM_C_T1,Control,After,25,2,NA
2023,AM,AM_C_T1,Control,After,30,2,NA
2023,AM,AM_C_T1,Control,After,35,1.5,NA
2023,AM,AM_C_T1,Control,After,40,2,NA
2023,AM,AM_C_T1,Control,After,45,1.5,NA
2023,AM,AM_C_T1,Control,After,50,6.5,NA
2023,AM,AM_C_T2,Control,After,5,4,NA
2023,AM,AM_C_T2,Control,After,10,4.5,NA
2023,AM,AM_C_T2,Control,After,15,8.5,NA
2023,AM,AM_C_T2,Control,After,20,1.5,NA
2023,AM,AM_C_T2,Control,After,25,4,NA
2023,AM,AM_C_T2,Control,After,30,3,NA
2023,AM,AM_C_T2,Control,After,35,2.5,NA
2023,AM,AM_C_T2,Control,After,40,1,NA
2023,AM,AM_C_T2,Control,After,45,3,NA
2023,AM,AM_C_T2,Control,After,50,1.5,NA
2023,AM,AM_C_T3,Control,After,5,5,NA
2023,AM,AM_C_T3,Control,After,10,6,NA
2023,AM,AM_C_T3,Control,After,15,3.5,NA
2023,AM,AM_C_T3,Control,After,20,4.5,NA
2023,AM,AM_C_T3,Control,After,25,6.5,NA
2023,AM,AM_C_T3,Control,After,30,5,NA
2023,AM,AM_C_T3,Control,After,35,5,NA
2023,AM,AM_C_T3,Control,After,40,4,NA
2023,AM,AM_C_T3,Control,After,45,3.5,NA
2023,AM,AM_C_T3,Control,After,50,6,NA
2023,AM,AM_C_T4,Control,After,5,1.5,NA
2023,AM,AM_C_T4,Control,After,10,7.5,NA
2023,AM,AM_C_T4,Control,After,15,4,NA
2023,AM,AM_C_T4,Control,After,20,5,NA
2023,AM,AM_C_T4,Control,After,25,2.5,NA
2023,AM,AM_C_T4,Control,After,30,5.5,NA
2023,AM,AM_C_T4,Control,After,35,1.5,NA
2023,AM,AM_C_T4,Control,After,40,2.5,NA
2023,AM,AM_C_T4,Control,After,45,2.5,NA
2023,AM,AM_C_T4,Control,After,50,4.5,NA
2023,AM,AM_C_T5,Control,After,5,2,NA
2023,AM,AM_C_T5,Control,After,10,2.5,NA
2023,AM,AM_C_T5,Control,After,15,3,NA
2023,AM,AM_C_T5,Control,After,20,4,NA
2023,AM,AM_C_T5,Control,After,25,5,NA
2023,AM,AM_C_T5,Control,After,30,5,NA
2023,AM,AM_C_T5,Control,After,35,4,NA
2023,AM,AM_C_T5,Control,After,40,2,NA
2023,AM,AM_C_T5,Control,After,45,5,NA
2023,AM,AM_C_T5,Control,After,50,7,NA
